시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
서울특별시,합계,7983648,3977842,2409760,1077890,459176,3946826,31016,4005806
서울특별시,종로구,134603,71240,41992,19369,9105,70466,774,63363
서울특별시,중구,107164,55369,32708,15382,6768,54858,511,51795
서울특별시,용산구,187461,95809,58427,26087,10515,95029,780,91652
서울특별시,성동구,266956,131927,77631,35842,17213,130686,1241,135029
서울특별시,광진구,293308,141079,83209,39716,17087,140012,1067,152229
서울특별시,동대문구,305097,153571,92583,40952,18554,152089,1482,151526
서울특별시,중랑구,332783,155626,94016,41950,18401,154367,1259,177157
서울특별시,성북구,369617,183552,107844,52218,22076,182138,1414,186065
서울특별시,강북구,280448,133939,75788,37446,19542,132776,1163,146509
서울특별시,도봉구,291852,147638,88101,41460,17063,146624,1014,144214
서울특별시,노원구,465546,239926,140438,70050,27709,238197,1729,225620
서울특별시,은평구,367295,173479,100572,50411,21065,172048,1431,193816
서울특별시,서대문구,277490,137876,80851,40422,15492,136765,1111,139614
서울특별시,마포구,312630,154442,88818,46057,18289,153164,1278,158188
서울특별시,양천구,374034,193234,117983,52456,21413,191852,1382,180800
서울특별시,강서구,430027,211567,126548,59119,24104,209771,1796,218460
서울특별시,구로구,327895,164398,96508,47384,18979,162871,1527,163497
서울특별시,금천구,199986,97796,54833,28326,13683,96842,954,102190
서울특별시,영등포구,325010,163818,98766,45339,18288,162393,1425,161192
서울특별시,동작구,328129,166416,95686,48416,20947,165049,1367,161713
서울특별시,관악구,431791,210854,110710,66667,31902,209279,1575,220937
서울특별시,서초구,316852,164426,117293,33010,13266,163569,857,152426
서울특별시,강남구,433889,216768,160646,39314,15805,215765,1003,217121
서울특별시,송파구,467011,237313,155062,57435,23302,235799,1514,229698
서울특별시,강동구,356774,175779,112747,43062,18608,174417,1362,180995
