시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
서울특별시,합계,8211461,4426182,2086127,2059715,251830,4397672,28510,3785279
서울특별시,종로구,138917,77812,35476,36910,4660,77046,766,61105
서울특별시,중구,109000,60763,28648,28410,3179,60237,526,48237
서울특별시,용산구,198044,105005,53285,44706,6173,104164,841,93039
서울특별시,성동구,250316,135277,63448,63966,6951,134365,912,115039
서울특별시,광진구,301603,158963,72749,76420,8674,157843,1120,142640
서울특별시,동대문구,297206,160497,74536,76032,8769,159337,1160,136709
서울특별시,중랑구,343810,172251,80577,81517,8859,170953,1298,171559
서울특별시,성북구,383508,204667,91907,99316,12137,203360,1307,178841
서울특별시,강북구,276171,142061,63231,70115,7661,141007,1054,134110
서울특별시,도봉구,292842,159958,74594,74789,9390,158773,1185,132884
서울특별시,노원구,470325,264044,119567,124603,18148,262318,1726,206281
서울특별시,은평구,376385,192939,85737,95666,10098,191501,1438,183446
서울특별시,서대문구,266950,146827,64769,72788,8244,145801,1026,120123
서울특별시,마포구,313579,172905,75267,85882,10706,171855,1050,140674
서울특별시,양천구,382358,214849,101350,100272,11864,213486,1363,167509
서울특별시,강서구,455047,242758,111082,116689,13446,241217,1541,212289
서울특별시,구로구,339568,187965,83846,92666,10396,186908,1057,151603
서울특별시,금천구,197080,103679,44702,52451,5711,102864,815,93401
서울특별시,영등포구,329379,180352,84999,83982,10139,179120,1232,149027
서울특별시,동작구,325558,184233,81914,90859,10382,183155,1078,141325
서울특별시,관악구,442049,238367,93184,128444,15189,236817,1550,203682
서울특별시,서초구,341599,185981,109446,65626,10209,185281,700,155618
서울특별시,강남구,452744,231886,138390,79094,13365,230849,1037,220858
서울특별시,송파구,539644,292420,149228,125414,16350,290992,1428,247224
서울특별시,강동구,387779,209723,104195,93098,11130,208423,1300,178056
