시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
충청북도,합계,1261119,741049,346152,361115,18590,725857,15192,520070
충청북도,청주시상당구,194201,107458,51082,52717,2382,106181,1277,86743
충청북도,청주시흥덕구,328448,178070,79126,92795,4259,176180,1890,150378
충청북도,충주시,169145,97900,49606,45133,1571,96310,1590,71245
충청북도,제천시,112013,67732,31934,32605,1619,66158,1574,44281
충청북도,단양군,26692,18685,9313,8268,495,18076,609,8007
충청북도,청원군,123457,70847,32671,34629,2005,69305,1542,52610
충청북도,영동군,43012,30700,15150,13444,974,29568,1132,12312
충청북도,보은군,29809,22561,10416,10369,773,21558,1003,7248
충청북도,옥천군,44490,30898,13947,14869,872,29688,1210,13592
충청북도,음성군,76435,42055,18721,21018,1138,40877,1178,34380
충청북도,진천군,52231,31683,14742,14951,1218,30911,772,20548
충청북도,괴산군,33704,24261,11397,11032,841,23270,991,9443
충청북도,증평군,27482,18199,8047,9285,443,17775,424,9283
