시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
인천광역시,합계,2440779,1349084,470937,766186,91526,1328649,20435,1091695
인천광역시,중구,98608,53666,19724,29817,3261,52802,864,44942
인천광역시,동구,57559,34757,14655,17288,2070,34013,744,22802
인천광역시,남구,356508,183835,71278,97347,12072,180697,3138,172673
인천광역시,연수구,269626,160548,58191,90969,9430,158590,1958,109078
인천광역시,남동구,441132,246564,82245,144979,16040,243264,3300,194568
인천광역시,부평구,448618,241811,76655,140735,21016,238406,3405,206807
인천광역시,계양구,266216,143889,44686,86747,10394,141827,2062,122327
인천광역시,서구,422819,230166,74876,137825,14562,227263,2903,192653
인천광역시,강화군,60755,39940,21723,14972,1837,38532,1408,20815
인천광역시,옹진군,18938,13908,6904,5507,844,13255,653,5030
