시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,득표수_계,무효투표수,기권수
전국,합계,44391871,35236497,14395639,17287513,3297464,34980616,255881,9155374
서울특별시,합계,8293885,6641606,2738405,3105459,745244,6589108,52498,1652279
서울특별시,종로구,125901,99261,39574,47735,11169,98478,783,26640
서울특별시,중구,110181,87166,36302,40482,9632,86416,750,23015
서울특별시,용산구,183614,143813,67927,58705,16062,142694,1119,39801
서울특별시,성동구,244536,196282,84043,88028,22704,194775,1507,48254
서울특별시,광진구,301007,239807,94752,114304,28606,237662,2145,61200
서울특별시,동대문구,307846,246264,97549,117631,29059,244239,2025,61582
서울특별시,중랑구,342360,267642,102137,137420,25993,265550,2092,74718
서울특별시,성북구,374002,300299,111271,152624,34101,297996,2303,73703
서울특별시,강북구,257971,198136,72792,105780,18001,196573,1563,59835
서울특별시,도봉구,272942,216499,84148,110614,20144,214906,1593,56443
서울특별시,노원구,430719,350440,131061,176604,40161,347826,2614,80279
서울특별시,은평구,411789,326136,118639,171417,33399,323455,2681,85653
서울특별시,서대문구,269110,216261,81882,107451,25177,214510,1751,52849
서울특별시,마포구,321302,260533,101016,125049,32220,258285,2248,60769
서울특별시,양천구,368029,299637,122867,143686,31051,297604,2033,68392
서울특별시,강서구,493010,392879,149837,196256,43531,389624,3255,100131
서울특별시,구로구,344220,278196,108039,139034,28993,276066,2130,66024
서울특별시,금천구,206121,161132,58686,83102,17929,159717,1415,44989
서울특별시,영등포구,335136,271596,111861,123593,33749,269203,2393,63540
서울특별시,동작구,337985,275295,111735,128028,33143,272906,2389,62690
서울특별시,관악구,446923,350839,126951,171149,49049,347149,3690,96084
서울특별시,서초구,345855,280913,153536,94722,30861,279119,1794,64942
서울특별시,강남구,472730,373762,210177,119722,41507,371406,2356,98968
서울특별시,송파구,561654,458526,212094,191678,51373,455145,3381,103128
서울특별시,강동구,428942,350292,149529,160645,37630,347804,2488,78650
부산광역시,합계,2865552,2245755,1146238,895213,188761,2230212,15543,619797
부산광역시,중구,35284,26223,14167,9784,2071,26022,201,9061
부산광역시,서구,92886,71591,38496,26800,5736,71032,559,21295
부산광역시,동구,77893,59632,31875,22744,4556,59175,457,18261
부산광역시,영도구,93909,70342,35217,29962,4684,69863,479,23567
부산광역시,부산진구,325663,252934,126802,101093,23098,250993,1941,72729
부산광역시,동래구,235338,189601,97629,74245,16473,188347,1254,45737
부산광역시,남구,222856,176630,91037,69214,15213,175464,1166,46226
부산광역시,북구,234995,187682,93564,77258,15568,186390,1292,47313
부산광역시,해운대구,325211,255777,135755,97486,20940,254181,1596,69434
부산광역시,기장군,145228,112103,53493,48742,9135,111370,733,33125
부산광역시,사하구,258595,199077,99642,82504,15553,197699,1378,59518
부산광역시,금정구,188148,149515,79737,55470,13322,148529,986,38633
부산광역시,강서구,112618,89257,40065,40580,8050,88695,562,23361
부산광역시,연제구,184908,148025,75594,58466,12939,146999,1026,36883
부산광역시,수영구,153669,119331,63669,44558,10200,118427,904,34338
부산광역시,사상구,178351,138035,69496,56307,11223,137026,1009,40316
대구광역시,합계,2049078,1643051,1103913,379130,149269,1632312,10739,406027
대구광역시,중구,85181,68687,44323,16317,7566,68206,481,16494
대구광역시,동구,300119,240878,160000,57694,21529,239223,1655,59241
대구광역시,서구,147381,114567,83588,21840,8343,113771,796,32814
대구광역시,남구,125079,96240,66687,20940,7908,95535,705,28839
대구광역시,북구,358624,287673,189776,68670,27228,285674,1999,70951
대구광역시,수성구,346438,284576,189622,65324,28072,283018,1558,61862
대구광역시,달서구,452664,364667,246446,83001,32917,362364,2303,87997
대구광역시,달성군,212190,168018,109225,42728,14944,166897,1121,44172
대구광역시,군위군,21402,17745,14246,2616,762,17624,121,3657
인천광역시,합계,2619348,2035355,776952,1044295,199580,2020827,14528,583993
인천광역시,중구,146414,110897,40941,57340,11809,110090,807,35517
인천광역시,동구,51663,40799,17018,20014,3463,40495,304,10864
인천광역시,미추홀구,366830,273289,108442,136342,26431,271215,2074,93541
인천광역시,연수구,332596,268737,108641,128989,29419,267049,1688,63859
인천광역시,남동구,421631,326991,125604,168404,30661,324669,2322,94640
인천광역시,부평구,435944,339541,125578,178154,33275,337007,2534,96403
인천광역시,계양구,248733,194728,69027,106747,17512,193286,1442,54005
인천광역시,서구,533584,417136,147562,223841,42870,414273,2863,116448
인천광역시,강화군,63399,48634,26323,19095,2911,48329,305,14765
인천광역시,옹진군,18554,14603,7816,5369,1229,14414,189,3951
광주광역시,합계,1194471,1002149,79937,844682,71805,996424,5725,192322
광주광역시,동구,92286,77545,7402,63684,5998,77084,461,14741
광주광역시,서구,240133,200340,16782,168407,14041,199230,1110,39793
광주광역시,남구,176412,149219,12337,126148,9966,148451,768,27193
광주광역시,북구,362472,304117,23544,257145,21733,302422,1695,58355
광주광역시,광산구,323168,270928,19872,229298,20067,269237,1691,52240
대전광역시,합계,1241882,977609,393549,470321,105738,969608,8001,264273
대전광역시,동구,194244,148238,62048,70915,14050,147013,1225,46006
대전광역시,중구,196407,152894,65844,71677,14127,151648,1246,43513
대전광역시,서구,396043,310477,124865,148720,34308,307893,2584,85566
대전광역시,유성구,307342,251223,93434,123402,32383,249219,2004,56119
대전광역시,대덕구,147846,114777,47358,55607,10870,113835,942,33069
울산광역시,합계,934509,747950,353180,315820,73375,742375,5575,186559
울산광역시,중구,178000,143233,72445,56743,13059,142247,986,34767
울산광역시,남구,263759,211142,106707,81512,21365,209584,1558,52617
울산광역시,동구,126811,100387,41934,47822,9827,99583,804,26424
울산광역시,북구,176478,143084,57703,69055,15239,141997,1087,33394
울산광역시,울주군,189461,150104,74391,60688,13885,148964,1140,39357
세종특별자치시,합계,307067,254695,83965,140620,28200,252785,1910,52372
세종특별자치시,세종특별자치시,307067,254695,83965,140620,28200,252785,1910,52372
경기도,합계,11715343,9297448,3504620,4821148,908865,9234633,62815,2417895
경기도,수원시장안구,238889,193748,72781,98188,21359,192328,1420,45141
경기도,수원시권선구,313951,246530,91049,127809,25825,244683,1847,67421
경기도,수원시팔달구,172558,133880,52733,64971,15142,132846,1034,38678
경기도,수원시영통구,301242,250748,92635,122204,34050,248889,1859,50494
경기도,성남시수정구,208154,166071,59467,89700,15764,164931,1140,42083
경기도,성남시중원구,184068,146706,49360,83821,12496,145677,1029,37362
경기도,성남시분당구,397014,332152,147997,146248,35828,330073,2079,64862
경기도,의정부시,402095,310907,113085,167551,28093,308729,2178,91188
경기도,안양시만안구,208500,168381,64294,86561,16296,167151,1230,40119
경기도,안양시동안구,279415,235876,90041,118064,26130,234235,1641,43539
경기도,부천시원미구,341688,273444,99296,145748,26418,271462,1982,68244
경기도,부천시소사구,197016,159574,58163,86560,13747,158470,1104,37442
경기도,부천시오정구,136399,104812,36313,59047,8797,104157,655,31587
경기도,광명시,244138,203585,74375,107527,20364,202266,1319,40553
경기도,평택시,506849,381944,147716,193007,38553,379276,2668,124905
경기도,양주시,245241,188275,68936,101884,16144,186964,1311,56966
경기도,동두천시,76927,56479,23681,28433,3983,56097,382,20448
경기도,안산시상록구,287897,219638,76645,120273,21115,218033,1605,68259
경기도,안산시단원구,255796,197056,68865,107188,19564,195617,1439,58740
경기도,고양시덕양구,424683,341499,122394,183659,33140,339193,2306,83184
경기도,고양시일산동구,255448,201343,77368,103306,19268,199942,1401,54105
경기도,고양시일산서구,243541,196109,74746,101911,18216,194873,1236,47432
경기도,과천시,68790,58928,26993,24871,6668,58532,396,9862
경기도,의왕시,133116,111014,43930,55305,11085,110320,694,22102
경기도,구리시,162776,130757,50865,66685,12326,129876,881,32019
경기도,남양주시,617951,484777,179144,261539,41120,481803,2974,133174
경기도,오산시,205448,155805,53092,84959,16631,154682,1123,49643
경기도,화성시갑,443085,343800,122959,183357,35189,341505,2295,99285
경기도,화성시을,347519,289895,93407,151555,43111,288073,1822,57624
경기도,시흥시,433899,340271,112317,193157,32510,337984,2287,93628
경기도,군포시,222936,182598,67312,95725,18272,181309,1289,40338
경기도,하남시,272865,221808,87145,111702,21535,220382,1426,51057
경기도,파주시,433087,336478,120301,184505,29439,334245,2233,96609
경기도,여주시,101401,77007,36480,34563,5432,76475,532,24394
경기도,이천시,191335,145722,61729,69247,13641,144617,1105,45613
경기도,용인시처인구,241014,185635,72736,94272,17370,184378,1257,55379
경기도,용인시수지구,309712,259590,107662,123133,27270,258065,1525,50122
경기도,용인시기흥구,366811,300822,117427,151811,29759,298997,1825,65989
경기도,안성시,170398,128072,51929,64519,10685,127133,939,42326
경기도,김포시,398834,315636,117969,167675,28078,313722,1914,83198
경기도,광주시,339630,263384,96824,144804,20248,261876,1508,76246
경기도,포천시,127307,95668,42497,45328,7075,94900,768,31639
경기도,연천군,36974,28660,13973,12152,2285,28410,250,8314
경기도,양평군,112680,88712,43611,38679,5851,88141,571,23968
경기도,가평군,56266,43652,22378,17945,2993,43316,336,12614
강원특별자치도,합계,1327019,1029407,483360,449161,89263,1021784,7623,297612
강원특별자치도,춘천시,247155,194624,83911,89204,20138,193253,1371,52531
강원특별자치도,원주시,309973,238713,100988,113158,22880,237026,1687,71260
강원특별자치도,강릉시,183191,139882,69408,57546,11956,138910,972,43309
강원특별자치도,동해시,75688,57784,28536,24197,4649,57382,402,17904
강원특별자치도,삼척시,55205,43735,23059,16959,3376,43394,341,11470
강원특별자치도,태백시,33422,25989,13277,10894,1642,25813,176,7433
강원특별자치도,정선군,30577,24019,12195,10241,1403,23839,180,6558
강원특별자치도,속초시,70334,52747,24910,23389,4119,52418,329,17587
강원특별자치도,고성군,24393,19289,9835,7890,1402,19127,162,5104
강원특별자치도,양양군,24980,19670,10304,8061,1169,19534,136,5310
강원특별자치도,인제군,27383,21666,10099,9136,2194,21429,237,5717
강원특별자치도,홍천군,59907,46624,23549,19301,3356,46206,418,13283
강원특별자치도,횡성군,41725,32863,17208,13347,2042,32597,266,8862
강원특별자치도,영월군,33250,26302,13400,11089,1619,26108,194,6948
강원특별자치도,평창군,36753,28718,14937,11594,1979,28510,208,8035
강원특별자치도,화천군,20014,15736,7734,6260,1585,15579,157,4278
강원특별자치도,양구군,17713,13999,6778,5706,1381,13865,134,3714
강원특별자치도,철원군,35356,27047,13232,11189,2373,26794,253,8309
충청북도,합계,1379142,1065558,457065,501990,98381,1057436,8122,313584
충청북도,청주시상당구,167297,130134,53983,63093,12140,129216,918,37163
충청북도,청주시서원구,158412,123534,51715,58100,12808,122623,911,34878
충청북도,청주시흥덕구,242536,186815,72187,91724,21410,185321,1494,55721
충청북도,청주시청원구,158716,122262,47301,61240,12820,121361,901,36454
충청북도,충주시,181665,140253,62940,64128,12204,139272,981,41412
충청북도,제천시,113975,88820,42170,39127,6834,88131,689,25155
충청북도,단양군,25010,19901,10874,7645,1225,19744,157,5109
충청북도,영동군,39554,30824,16217,12321,2023,30561,263,8730
충청북도,보은군,27900,22071,11344,9194,1344,21882,189,5829
충청북도,옥천군,43863,34403,16673,15013,2412,34098,305,9460
충청북도,음성군,81862,60942,26136,29604,4721,60461,481,20920
충청북도,진천군,72896,54924,21155,28558,4802,54515,409,17972
충청북도,괴산군,33528,26680,14080,10858,1521,26459,221,6848
충청북도,증평군,31928,23995,10290,11385,2117,23792,203,7933
충청남도,합계,1839339,1397521,600108,661316,125504,1386928,10593,441818
충청남도,천안시서북구,335343,253456,95629,126874,28986,251489,1967,81887
충청남도,천안시동남구,225516,171143,71043,82181,16705,169929,1214,54373
충청남도,공주시,91037,70133,32935,31344,5284,69563,570,20904
충청남도,보령시,82897,63959,31871,27091,4481,63443,516,18938
충청남도,아산시,294314,223210,85540,113159,22885,221584,1626,71104
충청남도,서산시,148454,111724,47476,53345,10042,110863,861,36730
충청남도,태안군,54627,41577,20762,17816,2674,41252,325,13050
충청남도,금산군,44528,33981,16504,15073,2139,33716,265,10547
충청남도,논산시,95971,72078,31519,34802,5202,71523,555,23893
충청남도,계룡시,37839,31069,13332,14410,3094,30836,233,6770
충청남도,당진시,146196,109473,45028,54989,8722,108739,734,36723
충청남도,부여군,54218,41724,21621,17181,2580,41382,342,12494
충청남도,서천군,44051,33500,15893,15339,1993,33225,275,10551
충청남도,홍성군,86128,65728,30273,29489,5455,65217,511,20400
충청남도,청양군,27165,20925,11213,8088,1436,20737,188,6240
충청남도,예산군,71055,53841,29469,20135,3826,53430,411,17214
전북특별자치도,합계,1510908,1246099,134996,1023272,79741,1238009,8090,264809
전북특별자치도,전주시완산구,277170,229260,25513,185225,17199,227937,1323,47910
전북특별자치도,전주시덕진구,261733,218707,23805,176031,17577,217413,1294,43026
전북특별자치도,군산시,221550,178956,21599,145384,10966,177949,1007,42594
전북특별자치도,익산시,234688,191022,21426,156006,12291,189723,1299,43666
전북특별자치도,정읍시,90401,74050,6624,63097,3788,73509,541,16351
전북특별자치도,남원시,66857,55525,5125,47213,2740,55078,447,11332
전북특별자치도,김제시,73203,60124,5885,50871,2952,59708,416,13079
전북특별자치도,완주군,86947,72595,7592,59889,4589,72070,525,14352
전북특별자치도,진안군,22236,18770,2107,15601,933,18641,129,3466
전북특별자치도,무주군,20899,17383,2876,13395,967,17238,145,3516
전북특별자치도,장수군,18588,15605,1661,13085,743,15489,116,2983
전북특별자치도,임실군,23342,19553,1849,16678,870,19397,156,3789
전북특별자치도,순창군,24184,20930,1884,17922,942,20748,182,3254
전북특별자치도,고창군,45723,38187,3515,32692,1676,37883,304,7536
전북특별자치도,부안군,43387,35432,3535,30183,1508,35226,206,7955
전라남도,합계,1559431,1303365,110624,1111941,72278,1294843,8522,256066
전라남도,목포시,177671,144796,11226,125013,7760,143999,797,32875
전라남도,여수시,231349,191764,16736,162538,11396,190670,1094,39585
전라남도,순천시,234321,197762,17828,165671,13166,196665,1097,36559
전라남도,나주시,99973,84341,6806,71784,5170,83760,581,15632
전라남도,광양시,131128,108351,12945,86658,8163,107766,585,22777
전라남도,담양군,40385,34045,2456,29833,1578,33867,178,6340
전라남도,장성군,38328,32243,2678,27774,1594,32046,197,6085
전라남도,곡성군,24642,20660,1806,17677,975,20458,202,3982
전라남도,구례군,21975,18821,1879,16019,789,18687,134,3154
전라남도,고흥군,55564,46747,3968,40708,1694,46370,377,8817
전라남도,보성군,34072,28551,2415,24790,1127,28332,219,5521
전라남도,화순군,54306,45541,3159,39811,2252,45222,319,8765
전라남도,장흥군,31153,26253,2021,22956,1081,26058,195,4900
전라남도,강진군,28924,24388,2278,20809,1085,24172,216,4536
전라남도,완도군,40521,34654,2152,30888,1316,34356,298,5867
전라남도,해남군,56611,48054,3496,42205,1969,47670,384,8557
전라남도,진도군,25634,21675,1702,18814,959,21475,200,3959
전라남도,영암군,45634,37337,3006,32195,1866,37067,270,8297
전라남도,무안군,77728,65905,5103,56222,4132,65457,448,11823
전라남도,영광군,46202,38202,3172,32618,2150,37940,262,8000
전라남도,함평군,27478,23234,1584,20528,908,23020,214,4244
전라남도,신안군,35832,30041,2208,26430,1148,29786,255,5791
경상북도,합계,2213614,1747364,1159594,442683,131766,1734043,13321,466250
경상북도,포항시북구,233819,187038,120983,49724,15185,185892,1146,46781
경상북도,포항시남구,189163,147128,94527,39332,12237,146096,1032,42035
경상북도,울릉군,8412,6716,4351,1814,489,6654,62,1696
경상북도,경주시,217320,172873,112844,45754,13091,171689,1184,44447
경상북도,김천시,117773,93605,62634,23343,6977,92954,651,24168
경상북도,안동시,136331,108216,65739,33560,7989,107288,928,28115
경상북도,구미시,338629,259989,160141,72584,25290,258015,1974,78640
경상북도,영주시,86901,68942,45015,18860,4481,68356,586,17959
경상북도,영천시,87894,69766,51359,14223,3664,69246,520,18128
경상북도,상주시,81951,65682,46856,14270,3982,65108,574,16269
경상북도,문경시,59787,47655,34287,10266,2682,47235,420,12132
경상북도,예천군,46657,38177,25065,10039,2655,37759,418,8480
경상북도,경산시,232652,182130,120563,44160,16079,180802,1328,50522
경상북도,청도군,37770,30244,22480,6045,1474,29999,245,7526
경상북도,고령군,27768,22163,16684,4130,1145,21959,204,5605
경상북도,성주군,38236,31647,23775,5989,1623,31387,260,6589
경상북도,칠곡군,92234,69654,45689,18246,5220,69155,499,22580
경상북도,의성군,45733,37276,28522,6725,1704,36951,325,8457
경상북도,청송군,22070,18250,13348,3789,941,18078,172,3820
경상북도,영양군,14161,11615,8104,2848,566,11518,97,2546
경상북도,영덕군,30579,24558,18780,4407,1149,24336,222,6021
경상북도,봉화군,26412,21210,14719,5248,1052,21019,191,5202
경상북도,울진군,41362,32830,23129,7327,2091,32547,283,8532
경상남도,합계,2776028,2179989,1123843,851733,186066,2161642,18347,596039
경상남도,창원시의창구,181085,144279,74483,54737,13932,143152,1127,36806
경상남도,창원시성산구,208940,171376,80619,69874,19528,170021,1355,37564
경상남도,창원시마산합포구,154518,121931,70653,40797,9526,120976,955,32587
경상남도,창원시마산회원구,156251,125065,70165,43522,10409,124096,969,31186
경상남도,창원시진해구,157266,122023,60152,49732,11171,121055,968,35243
경상남도,진주시,289796,231564,127358,80491,21669,229518,2046,58232
경상남도,통영시,102203,79149,45078,27921,5492,78491,658,23054
경상남도,고성군,43287,33580,20573,10744,1943,33260,320,9707
경상남도,사천시,94356,73114,41495,25242,5714,72451,663,21242
경상남도,김해시,448630,347546,147543,164796,32494,344833,2713,101084
경상남도,밀양시,90650,69757,41676,23125,4378,69179,578,20893
경상남도,거제시,192259,146586,63490,69037,12795,145322,1264,45673
경상남도,의령군,23294,18214,11559,5421,1006,17986,228,5080
경상남도,함안군,51990,40601,23755,13802,2706,40263,338,11389
경상남도,창녕군,50638,38724,25310,11013,2063,38386,338,11914
경상남도,양산시,303506,236806,109649,105053,20323,235025,1781,66700
경상남도,하동군,37540,30092,17035,10904,1800,29739,353,7448
경상남도,남해군,36504,28758,16808,9931,1685,28424,334,7746
경상남도,함양군,32702,25848,15503,8489,1576,25568,280,6854
경상남도,산청군,30968,24668,15548,7478,1385,24411,257,6300
경상남도,거창군,52316,41373,25259,12623,3037,40919,454,10943
경상남도,합천군,37329,28935,20132,7001,1434,28567,368,8394
제주특별자치도,합계,565255,421576,145290,228729,43628,417647,3929,143679
제주특별자치도,제주시,409912,306685,102224,169119,32532,303875,2810,103227
제주특별자치도,서귀포시,155343,114891,43066,59610,11096,113772,1119,40452
