시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
부산광역시,합계,2845104,1378618,895214,329470,141061,0,1365745,12873,1466486
부산광역시,중구,43062,22768,15325,5155,2047,0,22527,241,20294
부산광역시,서구,112683,55046,37607,11782,5038,0,54427,619,57637
부산광역시,동구,89864,46773,30690,10749,4592,0,46031,742,43091
부산광역시,영도구,131447,63268,38017,17638,6857,0,62512,756,68179
부산광역시,부산진구,325963,157499,103671,35746,16643,0,156060,1439,168464
부산광역시,동래구,216997,107497,73580,23133,10026,0,106739,758,109500
부산광역시,남구,238368,116840,75331,28203,12390,0,115924,916,121528
부산광역시,북구,248396,117428,73619,29620,13223,0,116462,966,130968
부산광역시,해운대구,309668,145642,93928,35920,14637,0,144485,1157,164026
부산광역시,기장군,61953,36135,23264,8326,3995,0,35585,550,25818
부산광역시,사하구,284656,128377,81442,33222,12695,0,127359,1018,156279
부산광역시,금정구,209276,103941,68921,21975,11996,0,102892,1049,105335
부산광역시,강서구,44796,26882,16267,7855,2261,0,26383,499,17914
부산광역시,연제구,172349,84791,55918,19613,8557,0,84088,703,87558
부산광역시,수영구,143359,67640,45774,15118,6255,0,67147,493,75719
부산광역시,사상구,212267,98091,61860,25415,9849,0,97124,967,114176
