시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
서울특별시,합계,7983648,3977842,2409760,1077890,445368,13808,3946826,31016,4005806
서울특별시,종로구,134603,71240,41992,19369,8840,265,70466,774,63363
서울특별시,중구,107164,55369,32708,15382,6556,212,54858,511,51795
서울특별시,용산구,187461,95809,58427,26087,10196,319,95029,780,91652
서울특별시,성동구,266956,131927,77631,35842,16725,488,130686,1241,135029
서울특별시,광진구,293308,141079,83209,39716,16644,443,140012,1067,152229
서울특별시,동대문구,305097,153571,92583,40952,18045,509,152089,1482,151526
서울특별시,중랑구,332783,155626,94016,41950,17745,656,154367,1259,177157
서울특별시,성북구,369617,183552,107844,52218,21456,620,182138,1414,186065
서울특별시,강북구,280448,133939,75788,37446,18965,577,132776,1163,146509
서울특별시,도봉구,291852,147638,88101,41460,16613,450,146624,1014,144214
서울특별시,노원구,465546,239926,140438,70050,26858,851,238197,1729,225620
서울특별시,은평구,367295,173479,100572,50411,20372,693,172048,1431,193816
서울특별시,서대문구,277490,137876,80851,40422,15090,402,136765,1111,139614
서울특별시,마포구,312630,154442,88818,46057,17620,669,153164,1278,158188
서울특별시,양천구,374034,193234,117983,52456,20641,772,191852,1382,180800
서울특별시,강서구,430027,211567,126548,59119,23216,888,209771,1796,218460
서울특별시,구로구,327895,164398,96508,47384,18437,542,162871,1527,163497
서울특별시,금천구,199986,97796,54833,28326,13276,407,96842,954,102190
서울특별시,영등포구,325010,163818,98766,45339,17700,588,162393,1425,161192
서울특별시,동작구,328129,166416,95686,48416,20421,526,165049,1367,161713
서울특별시,관악구,431791,210854,110710,66667,31122,780,209279,1575,220937
서울특별시,서초구,316852,164426,117293,33010,12884,382,163569,857,152426
서울특별시,강남구,433889,216768,160646,39314,15217,588,215765,1003,217121
서울특별시,송파구,467011,237313,155062,57435,22671,631,235799,1514,229698
서울특별시,강동구,356774,175779,112747,43062,18058,550,174417,1362,180995
