시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전라북도,합계,1527729,996504,26374,682042,258051,0,966467,30037,531225
전라북도,전주시완산구,313929,193303,4205,121422,64328,0,189955,3348,120626
전라북도,전주시덕진구,210274,130716,2713,80531,45345,0,128589,2127,79558
전라북도,군산시,223434,134447,4475,98640,27308,0,130423,4024,88987
전라북도,익산시,245566,153275,3844,111862,33206,0,148912,4363,92291
전라북도,정읍시,96002,64334,1468,47427,12847,0,61742,2592,31668
전라북도,남원시,69930,51530,1532,37718,10302,0,49552,1978,18400
전라북도,김제시,74992,51664,1242,37736,10716,0,49694,1970,23328
전라북도,완주군,78531,52837,1206,31420,18549,0,51175,1662,25694
전라북도,진안군,23029,17585,913,11593,4321,0,16827,758,5444
전라북도,무주군,21573,17370,764,11348,4277,0,16389,981,4203
전라북도,장수군,20072,16591,580,10807,4289,0,15676,915,3481
전라북도,임실군,25942,20073,774,13643,4778,0,19195,878,5869
전라북도,순창군,25441,20603,665,14789,4165,0,19619,984,4838
전라북도,고창군,50442,37333,1045,27087,7347,0,35479,1854,13109
전라북도,부안군,48572,34843,948,26019,6273,0,33240,1603,13729
