시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
경상북도,합계,2268707,1194595,904675,255775,0,0,1160450,34145,1074112
경상북도,포항시북구,230960,105786,80784,23150,0,0,103934,1852,125174
경상북도,포항시남구,196727,90434,68137,20195,0,0,88332,2102,106293
경상북도,울릉군,8339,6795,5270,1217,0,0,6487,308,1544
경상북도,경주시,220490,109647,83997,22875,0,0,106872,2775,110843
경상북도,김천시,120471,67277,51776,13915,0,0,65691,1586,53194
경상북도,안동시,135862,74540,51965,20435,0,0,72400,2140,61322
경상북도,구미시,337510,144547,108033,34597,0,0,142630,1917,192963
경상북도,영주시,89061,56297,41642,12783,0,0,54425,1872,32764
경상북도,영천시,90932,51707,40517,9328,0,0,49845,1862,39225
경상북도,상주시,84980,54367,42260,9992,0,0,52252,2115,30613
경상북도,문경시,64160,40384,31696,7318,0,0,39014,1370,23776
경상북도,예천군,47561,29496,20150,8371,0,0,28521,975,18065
경상북도,경산시,230676,100056,77048,20784,0,0,97832,2224,130620
경상북도,청도군,38574,27316,21609,4559,0,0,26168,1148,11258
경상북도,고령군,27757,17420,13729,3009,0,0,16738,682,10337
경상북도,성주군,39451,26637,21029,4585,0,0,25614,1023,12814
경상북도,칠곡군,96081,41978,31678,9340,0,0,41018,960,54103
경상북도,군위군,22054,17845,13156,3398,0,0,16554,1291,4209
경상북도,의성군,47168,34928,25869,7326,0,0,33195,1733,12240
경상북도,청송군,22790,16846,12682,3509,0,0,16191,655,5944
경상북도,영양군,14920,11532,8563,2394,0,0,10957,575,3388
경상북도,영덕군,32124,21563,17204,3501,0,0,20705,858,10561
경상북도,봉화군,27996,18883,14118,4024,0,0,18142,741,9113
경상북도,울진군,42063,28314,21763,5170,0,0,26933,1381,13749
