시도,구시군,선거인수,투표수,보수정당,진보정당,그외정당,무소속,득표수_계,무효투표수,기권수
전국,합계,32290416,26042633,9935718,10326275,5380445,0,25642438,400195,6247783
서울,합계,7358547,5926743,2394309,2627308,833156,0,5854773,71970,1431804
서울,종로구,145809,116117,48664,52381,13550,0,114595,1522,29692
서울,중구,96000,76174,29633,36072,9388,0,75093,1081,19826
서울,용산구,180295,141083,61050,60486,17650,0,139186,1897,39212
서울,성동구갑,129170,104141,39386,48414,14981,0,102781,1360,25029
서울,성동구을,107044,86499,30052,42528,12589,0,85169,1330,20545
서울,광진구갑,136618,111068,45777,47699,16082,0,109558,1510,25550
서울,광진구을,145157,116885,43469,55222,16606,0,115297,1588,28272
서울,동대문구갑,148268,117443,46113,52483,17143,0,115739,1704,30825
서울,동대문구을,137683,111506,42124,50565,17186,0,109875,1631,26177
서울,중랑구갑,133832,106695,38240,49051,17927,0,105218,1477,27137
서울,중랑구을,197142,158667,60659,68324,27687,0,156670,1997,38475
서울,성북구갑,178624,141323,57316,63323,18902,0,139541,1782,37301
서울,성북구을,172098,137885,47526,67773,20735,0,136034,1851,34213
서울,강북구갑,138475,110197,42968,49715,16119,0,108802,1395,28278
서울,강북구을,131068,104728,34219,53511,15451,0,103181,1547,26340
서울,도봉구갑,125363,101849,41458,44382,14902,0,100742,1107,23514
서울,도봉구을,141086,114176,46724,49559,16694,0,112977,1199,26910
서울,노원구갑,196228,159837,65998,67875,24077,0,157950,1887,36391
서울,노원구을,198861,163589,68669,69562,23704,0,161935,1654,35272
서울,은평구갑,161493,129391,48533,61449,17743,0,127725,1666,32102
서울,은평구을,189020,150734,61446,66832,20607,0,148885,1849,38286
서울,서대문구갑,124087,98276,40592,44268,12212,0,97072,1204,25811
서울,서대문구을,138632,111688,41714,53927,14594,0,110235,1453,26944
서울,마포구갑,126554,100919,41390,44249,13940,0,99579,1340,25635
서울,마포구을,162457,129766,51900,58291,18015,0,128206,1560,32691
서울,양천구갑,168372,139187,65067,55064,17940,0,138071,1116,29185
서울,양천구을,160035,128554,43493,62516,20812,0,126821,1733,31481
서울,강서구갑,143839,115954,45323,52389,16887,0,114599,1355,27885
서울,강서구을,211052,171203,70392,70847,28004,0,169243,1960,39849
서울,구로구갑,141299,115077,45171,48655,19832,0,113658,1419,26222
서울,구로구을,124956,100240,32992,50461,15399,0,98852,1388,24716
서울,금천구,188576,150622,50130,73279,25084,0,148493,2129,37954
서울,영등포구갑,128054,103817,42815,44291,15398,0,102504,1313,24237
서울,영등포구을,163582,131088,51527,59354,18496,0,129377,1711,32494
서울,동작구갑,162232,131204,52281,59326,18078,0,129685,1519,31028
서울,동작구을,154359,124991,47959,59366,16277,0,123602,1389,29368
서울,관악구갑,183367,149415,49131,78196,20327,0,147654,1761,33952
서울,관악구을,207041,167868,57597,82855,25209,0,165661,2207,39173
서울,서초구갑,140568,112653,60717,40841,10182,0,111740,913,27915
서울,서초구을,150800,121648,59351,47728,13331,0,120410,1238,29152
서울,강남구갑,205465,160040,87111,56267,15144,0,158522,1518,45425
서울,강남구을,185253,151401,78207,55042,16618,0,149867,1534,33852
서울,송파구갑,150890,123707,58466,49450,14681,0,122597,1110,27183
서울,송파구을,150331,122034,54105,51505,15053,0,120663,1371,28297
서울,송파구병,162802,133072,53974,58506,19179,0,131659,1413,29730
서울,강동구갑,174893,143809,62709,57584,21896,0,142189,1620,31084
서울,강동구을,159717,128523,50171,55845,20845,0,126861,1662,31194
부산,합계,2692311,2124010,1117069,320178,657159,0,2094406,29604,568301
부산,중구,46553,35968,21138,5699,8614,0,35451,517,10585
부산,서구,123982,95096,52152,13796,27561,0,93509,1587,28886
부산,동구,104319,81569,45211,11443,23636,0,80290,1279,22750
부산,영도구,143013,109136,55828,20585,30986,0,107399,1737,33877
부산,부산진구갑,160389,127232,68656,20561,36257,0,125474,1758,33157
부산,부산진구을,152166,120675,63285,17426,38132,0,118843,1832,31491
부산,동래구갑,117215,94379,53462,12787,26955,0,93204,1175,22836
부산,동래구을,93838,75024,44113,9586,20390,0,74089,935,18814
부산,남구갑,115788,91992,51046,13087,26611,0,90744,1248,23796
부산,남구을,104705,83268,42702,12912,26538,0,82152,1116,21437
부산,북구,195741,154874,71423,23525,57677,0,152625,2249,40867
부산,해운대구,256336,202729,105882,30760,63493,0,200135,2594,53607
부산,기장군,52581,41705,20202,5484,15285,0,40971,734,10876
부산,사하구갑,116981,93134,52054,12183,27837,0,92074,1060,23847
부산,사하구을,149986,116012,53097,19459,41744,0,114300,1712,33974
부산,금정구갑,103810,82674,42043,12595,26882,0,81520,1154,21136
부산,금정구을,105473,84726,49792,10554,23400,0,83746,980,20747
부산,강서구,49458,37372,16397,4353,15952,0,36702,670,12086
부산,연제구,164910,131425,72667,19903,37179,0,129749,1676,33485
부산,수영구,138693,110403,65581,15635,27820,0,109036,1367,28290
부산,사상구갑,91620,71604,31335,14025,25126,0,70486,1118,20016
부산,사상구을,104754,83013,39003,13820,29084,0,81907,1106,21741
대구,합계,1707338,1347018,965607,166576,196905,0,1329088,17930,360320
대구,중구,77965,61331,46225,7257,7050,0,60532,799,16634
대구,동구갑,119944,93609,66780,11877,13698,0,92355,1254,26335
대구,동구을,123038,94953,65420,12655,15492,0,93567,1386,28085
대구,서구갑,118365,92701,66466,10868,14140,0,91474,1227,25664
대구,서구을,104077,80012,54919,9617,14144,0,78680,1332,24065
대구,남구,154165,119711,88485,14546,15063,0,118094,1617,34454
대구,북구갑,126170,99157,71008,11975,14810,0,97793,1364,27013
대구,북구을,140088,112827,79369,14263,17790,0,111422,1405,27261
대구,수성구갑,165076,133183,98740,16341,16732,0,131813,1370,31893
대구,수성구을,153556,123282,92950,14597,14318,0,121865,1417,30274
대구,달서구갑,148418,116816,82942,13962,18363,0,115267,1549,31602
대구,달서구을,182824,145859,104787,18027,21296,0,144110,1749,36965
대구,달성군,93652,73577,47516,10591,14009,0,72116,1461,20075
인천,합계,1639655,1311512,470560,497839,324212,0,1292611,18901,328143
인천,중구,53812,41515,17334,13606,9928,0,40868,647,12297
인천,동구,67366,53747,19746,18516,14568,0,52830,917,13619
인천,남구갑,154189,121949,45526,44705,29982,0,120213,1736,32240
인천,남구을,143427,114265,46376,39563,26718,0,112657,1608,29162
인천,연수구,161507,131688,54248,45315,30627,0,130190,1498,29819
인천,남동구갑,132103,105062,37639,40375,25530,0,103544,1518,27041
인천,남동구을,129650,103485,35800,40714,25492,0,102006,1479,26165
인천,부평구갑,187250,148047,49585,62496,33657,0,145738,2309,39203
인천,부평구을,149955,121344,43394,49372,26944,0,119710,1634,28611
인천,계양구,195023,158544,51717,66388,38352,0,156457,2087,36479
인천,서구,202758,161910,50321,64547,44693,0,159561,2349,40848
인천,강화군,52315,41613,15252,10518,14960,0,40730,883,10702
인천,옹진군,10300,8343,3622,1724,2761,0,8107,236,1957
광주,합계,870554,783025,13294,754159,7746,0,775199,7826,87529
광주,동구,99187,87879,1776,84226,823,0,86825,1054,11308
광주,서구,156805,141300,2297,136603,1224,0,140124,1176,15505
광주,남구,164829,147582,2501,142353,1277,0,146131,1451,17247
광주,북구갑,140653,126293,1989,121960,1047,0,124996,1297,14360
광주,북구을,162549,146714,2369,141592,1396,0,145357,1357,15835
광주,광산구,146531,133257,2362,127425,1979,0,131766,1491,13274
대전,합계,881474,692821,199266,307493,176134,0,682893,9928,188653
대전,동구갑,102348,78586,20259,35379,21462,0,77100,1486,23762
대전,동구을,80726,61944,15819,28235,16907,0,60961,983,18782
대전,중구,180565,140027,40011,63096,34913,0,138020,2007,40538
대전,서구갑,134004,105171,28178,47865,27700,0,103743,1428,28833
대전,서구을,153488,124816,43295,53235,26996,0,123526,1290,28672
대전,유성구,93072,74853,24295,31722,17766,0,73783,1070,18219
대전,대덕구,137271,107424,27409,47961,30390,0,105760,1664,29847
울산,합계,654125,530459,268998,80751,174014,0,523763,6696,123666
울산,중구,155651,124401,67509,16597,38667,0,122773,1628,31250
울산,남구갑,113311,91663,53780,12216,24771,0,90767,896,21648
울산,남구을,91574,74655,41404,10610,21788,0,73802,853,16919
울산,동구,125435,103911,42533,23075,37190,0,102798,1113,21524
울산,북구,66047,54885,23553,7993,22648,0,54194,691,11162
울산,울주군,102107,80944,40219,10260,28950,0,79429,1515,21163
경기,합계,5707087,4600005,1612108,1781577,1141839,0,4535524,64481,1107082
경기,수원시권선구,192659,154397,53339,58090,40895,0,152324,2073,38262
경기,수원시팔달구,156084,125457,47962,44680,31187,0,123829,1628,30627
경기,수원시장안구,175812,140932,51151,52560,35412,0,139123,1809,34880
경기,성남시수정구,182334,145865,39818,70909,32880,0,143607,2258,36469
경기,성남시중원구,190920,151994,40779,73650,35232,0,149661,2333,38926
경기,성남시분당구,255849,215478,109195,75438,29248,0,213881,1597,40371
경기,의정부시,207741,166236,63136,63019,37836,0,163991,2245,41505
경기,안양시만안구,177145,141695,49009,59608,31207,0,139824,1871,35450
경기,안양시동안구갑,118457,97270,37145,40781,18259,0,96185,1085,21187
경기,안양시동안구을,103345,86534,37769,32969,14966,0,85704,830,16811
경기,부천시원미구갑,116776,92957,28239,42516,20671,0,91426,1531,23819
경기,부천시원미구을,142615,119149,43886,50207,23624,0,117717,1432,23466
경기,부천시오정구,122807,98551,29533,44742,22605,0,96880,1671,24256
경기,부천시소사구,141214,114185,39644,49484,23495,0,112623,1562,27029
경기,광명시갑,116994,95020,30068,44831,18894,0,93793,1227,21974
경기,광명시을,115908,96367,35138,42570,17589,0,95297,1070,19541
경기,평택시갑,112009,89333,27470,33378,27184,0,88032,1301,22676
경기,평택시을,125297,100120,31407,36796,30406,0,98609,1511,25177
경기,동두천시,52179,41432,15813,13745,11189,0,40747,685,10747
경기,양주군,68986,55270,19097,18021,17161,0,54279,991,13716
경기,안산시갑,184990,148683,47570,64104,34931,0,146605,2078,36307
경기,안산시을,167178,132545,36185,58720,35578,0,130483,2062,34633
경기,과천시,48596,40281,18875,15252,5780,0,39907,374,8315
경기,의왕시,75088,62077,22793,25085,13475,0,61353,724,13011
경기,군포시,171630,143582,54980,59056,28009,0,142045,1537,28048
경기,시흥시,138271,112936,35284,46106,29828,0,111218,1718,25335
경기,구리시,111015,88751,30956,34294,22245,0,87495,1256,22264
경기,남양주시,188185,148419,49081,52762,44351,0,146194,2225,39766
경기,여주군,70436,55399,16079,14867,23282,0,54228,1171,15037
경기,오산시,50110,40348,11475,14679,13719,0,39873,475,9762
경기,화성군,125610,98179,27271,33867,35232,0,96370,1809,27431
경기,파주시,125980,99322,36566,29122,31942,0,97630,1692,26658
경기,고양시덕양구,232783,186857,71872,75339,37421,0,184632,2225,45926
경기,고양시일산구,249248,205429,91210,78408,33833,0,203451,1978,43819
경기,하남시,85156,68002,23156,26217,17648,0,67021,981,17154
경기,광주군,75228,59306,16975,20390,20832,0,58197,1109,15922
경기,포천군,98084,77957,29414,23302,23671,0,76387,1570,20127
경기,연천군,39855,32288,11147,9541,10894,0,31582,706,7567
경기,양평군,59835,47439,15036,12043,19297,0,46376,1063,12396
경기,가평군,41299,32966,10570,8699,12945,0,32214,752,8333
경기,이천시,115312,90750,27314,27099,34986,0,89399,1351,24562
경기,용인시,201487,159750,53141,57844,46343,0,157328,2422,41737
경기,안성군,90028,72252,21908,24995,23957,0,70860,1392,17776
경기,김포군,86552,68245,23652,21792,21700,0,67144,1101,18307
강원,합계,1077853,846596,358921,197438,274584,0,830943,15653,231257
강원,춘천시갑,83323,65976,27986,16455,20454,0,64895,1081,17347
강원,춘천시을,85203,67938,29590,17143,20288,0,67021,917,17265
강원,원주시갑,87113,68853,27457,18471,21801,0,67729,1124,18260
강원,원주시을,86507,69359,27052,18356,22676,0,68084,1275,17148
강원,강릉시갑,72956,56850,32166,10244,13510,0,55920,930,16106
강원,강릉시을,84314,65058,37339,12512,14110,0,63961,1097,19256
강원,동해시,71038,54599,28099,10581,15026,0,53706,893,16439
강원,태백시,41889,31858,14286,5469,11562,0,31317,541,10031
강원,정선군,38789,29501,10396,6148,12213,0,28757,744,9288
강원,속초시,58440,44517,19932,11287,12702,0,43921,596,13923
강원,고성군,27169,21557,8765,5265,7068,0,21098,459,5612
강원,양양군,22568,18249,7417,4567,5862,0,17846,403,4319
강원,인제군,23987,19084,6153,5515,6998,0,18666,418,4903
강원,삼척시,61247,48436,22997,8325,15901,0,47223,1213,12811
강원,홍천군,53657,42263,12731,10964,17606,0,41301,962,11394
강원,횡성군,34626,27682,7879,7203,11946,0,27028,654,6944
강원,영월군,36636,28505,9936,6065,11854,0,27855,650,8131
강원,평창군,35291,27280,10018,6098,10629,0,26745,535,8011
강원,화천군,18390,14778,4914,4039,5534,0,14487,291,3612
강원,철원군,37998,30709,9532,9092,11524,0,30148,561,7289
강원,양구군,16712,13544,4276,3639,5320,0,13235,309,3168
충북,합계,1015921,805496,243210,295666,250940,0,789816,15680,210425
충북,청주시상당구,153770,122815,42869,46796,31462,0,121127,1688,30955
충북,청주시흥덕구,203292,160438,53820,61972,42347,0,158139,2299,42854
충북,충주시,150460,118578,34755,38839,42796,0,116390,2188,31882
충북,제천시,102100,80894,28782,20703,29898,0,79383,1511,21206
충북,단양군,30872,24421,7324,6143,10272,0,23739,682,6451
충북,청원군,87871,68803,16528,30125,20550,0,67203,1600,19068
충북,영동군,45157,36178,11542,11346,12318,0,35206,972,8979
충북,보은군,34372,27418,6351,11701,8562,0,26614,804,6954
충북,옥천군,46091,36709,7936,16175,11760,0,35871,838,9382
충북,음성군,61775,49389,12843,19248,16294,0,48385,1004,12386
충북,진천군,41806,33432,7774,14535,10262,0,32571,861,8374
충북,괴산군,58355,46421,12686,18083,14419,0,45188,1233,11934
충남,합계,1330627,1023990,235457,483093,282648,0,1001198,22792,306637
충남,천안시갑,127186,98573,30506,39659,26470,0,96635,1938,28613
충남,천안시을,119913,94917,28130,37901,27417,0,93448,1469,24996
충남,공주시,96516,74178,14620,34907,22832,0,72359,1819,22338
충남,보령시,85806,64595,12432,33907,16544,0,62883,1712,21211
충남,아산시,123007,93260,22589,44023,24763,0,91375,1885,29747
충남,금산군,50213,37605,7153,17236,12176,0,36565,1040,12608
충남,연기군,57666,45080,9788,19889,14340,0,44017,1063,12586
충남,논산시,117711,92151,11721,40199,38375,0,90295,1856,25560
충남,부여군,71044,55001,6990,33053,13585,0,53628,1373,16043
충남,서천군,59539,45467,8991,23998,11239,0,44228,1239,14072
충남,홍성군,71207,54791,16104,25802,11477,0,53383,1408,16416
충남,청양군,32364,25037,5355,12221,6687,0,24263,774,7327
충남,예산군,77158,60161,25339,24774,8847,0,58960,1201,16997
충남,서산시,102317,78288,16125,41122,19410,0,76657,1631,24029
충남,태안군,49981,37234,6637,19103,10559,0,36299,935,12747
충남,당진군,88999,67652,12977,35299,17927,0,66203,1449,21347
전북,합계,1391537,1190190,53114,1078957,37118,0,1169189,21001,201347
전북,전주시완산구,208533,180270,7823,165974,4021,0,177818,2452,28263
전북,전주시덕진구,179966,155782,6382,143578,3773,0,153733,2049,24184
전북,군산시갑,91191,77728,3968,69987,2565,0,76520,1208,13463
전북,군산시을,101649,86598,4998,77140,3267,0,85405,1193,15051
전북,익산시갑,102037,87981,3598,80855,2372,0,86825,1156,14056
전북,익산시을,121569,105086,4683,95155,3573,0,103411,1675,16483
전북,정읍시,107052,90585,3123,83031,2504,0,88658,1927,16467
전북,남원시,76061,65145,3323,58354,2102,0,63779,1366,10916
전북,김제시,90905,77046,3649,69454,2407,0,75510,1536,13859
전북,완주군,63103,53604,2478,47783,2191,0,52452,1152,9499
전북,진안군,27752,23255,1245,20310,1115,0,22670,585,4497
전북,무주군,22974,19328,1262,16200,1283,0,18745,583,3646
전북,장수군,22073,18833,818,16730,832,0,18380,453,3240
전북,임실군,31406,26570,1145,23486,1265,0,25896,674,4836
전북,순창군,28441,24190,947,21762,834,0,23543,647,4251
전북,고창군,58032,49032,1659,44659,1580,0,47898,1134,9000
전북,부안군,58793,49157,2013,44499,1434,0,47946,1211,9636
전남,합계,1519292,1325731,41534,1231726,28576,0,1301836,23895,193561
전남,목포시,163306,142786,2782,136421,1747,0,140950,1836,20520
전남,여수시,124371,106755,3126,100441,1829,0,105396,1359,17616
전남,순천시갑,75352,66739,1769,62844,1127,0,65740,999,8613
전남,순천시을,99435,87636,2429,82158,1711,0,86298,1338,11799
전남,나주시,83411,74780,1520,70855,1182,0,73557,1223,8631
전남,여천시,50285,44625,2022,40729,1266,0,44017,608,5660
전남,여천군,45986,39380,952,36865,758,0,38575,805,6606
전남,광양시,85278,75289,6093,63980,4237,0,74310,979,9989
전남,담양군,44512,39419,897,37035,767,0,38699,720,5093
전남,장성군,43130,37283,1234,34398,1031,0,36663,620,5847
전남,곡성군,31124,27487,711,25459,662,0,26832,655,3637
전남,구례군,26096,22376,818,20580,506,0,21904,472,3720
전남,고흥군,78180,68039,2189,63037,1320,0,66546,1493,10141
전남,보성군,48856,41920,1868,38167,964,0,40999,921,6936
전남,화순군,54728,48273,872,45731,771,0,47374,899,6455
전남,장흥군,41590,35845,1004,33215,841,0,35060,785,5745
전남,강진군,38121,32563,1276,29656,866,0,31798,765,5558
전남,완도군,49902,44391,938,41818,742,0,43498,893,5511
전남,해남군,72022,63190,2468,57847,1330,0,61645,1545,8832
전남,진도군,32181,27846,1080,25378,685,0,27143,703,4335
전남,영암군,46504,40091,1638,36455,1039,0,39132,959,6413
전남,무안군,52280,45822,1075,43079,701,0,44855,967,6458
전남,영광군,53185,46333,1161,43161,1176,0,45498,835,6852
전남,함평군,36785,31288,676,29322,639,0,30637,651,5497
전남,신안군,42672,35575,936,33095,679,0,34710,865,7097
경북,합계,1988379,1574454,953360,210403,375845,0,1539608,34846,413925
경북,포항시북구,166204,132950,91479,16872,22730,0,131081,1869,33254
경북,포항시남구,176942,140101,87567,19906,30419,0,137892,2209,36841
경북,울릉군,7807,6282,3609,597,1979,0,6185,97,1525
경북,경주시갑,103307,80439,47216,9721,21500,0,78437,2002,22868
경북,경주시을,103749,82980,50757,9998,20783,0,81538,1442,20769
경북,김천시,107871,87147,55679,9385,19984,0,85048,2099,20724
경북,안동시갑,70607,54966,32698,7391,13783,0,53872,1094,15641
경북,안동시을,65254,50994,29060,7356,13281,0,49697,1297,14260
경북,구미시갑,109918,87111,49479,13397,23192,0,86068,1043,22807
경북,구미시을,98759,79842,48839,11347,18219,0,78405,1437,18917
경북,영주시,96209,76887,44944,8434,21862,0,75240,1647,19322
경북,영천시,90107,69634,42016,10821,15123,0,67960,1674,20473
경북,상주시,96864,77873,46321,9201,19934,0,75456,2417,18991
경북,문경시,66641,53024,32918,5774,13090,0,51782,1242,13617
경북,예천군,48839,38685,22028,4991,10340,0,37359,1326,10154
경북,경산시,138944,107275,70866,14155,20483,0,105504,1771,31669
경북,청도군,42942,33938,20071,4513,8128,0,32712,1226,9004
경북,고령군,29773,23085,14383,3502,4431,0,22316,769,6688
경북,성주군,40602,32417,20013,4685,6823,0,31521,896,8185
경북,군위군,25390,20449,12049,3137,4563,0,19749,700,4941
경북,칠곡군,65192,52237,31984,7640,11552,0,51176,1061,12955
경북,의성군,63657,50944,29156,7908,12587,0,49651,1293,12713
경북,청송군,27271,21871,11546,3831,5913,0,21290,581,5400
경북,영덕군,41662,32302,18600,3916,8685,0,31201,1101,9360
경북,영양군,18545,14528,6911,2552,4645,0,14108,420,4017
경북,봉화군,34954,27154,12924,3427,9912,0,26263,891,7800
경북,울진군,50369,39339,20247,5946,11904,0,38097,1242,11030
경남,합계,2094036,1681584,908808,182102,557104,0,1648014,33570,412452
경남,창원시갑,167012,135166,69604,16575,47209,0,133388,1778,31846
경남,창원시을,151573,127176,66247,19397,40397,0,126041,1135,24397
경남,마산시합포구,149683,119188,75966,10714,30628,0,117308,1880,30495
경남,마산시회원구,143920,114765,67783,11437,34051,0,113271,1494,29155
경남,진주시갑,107580,87625,58241,7259,20595,0,86095,1530,19955
경남,진주시을,122775,99644,63388,8611,25665,0,97664,1980,23131
경남,진해시,92003,76711,44320,9168,22304,0,75792,919,15292
경남,통영시,96697,74360,38323,4921,29540,0,72784,1576,22337
경남,고성군,50569,39082,19530,3500,15029,0,38059,1023,11487
경남,사천시,86263,69073,39884,6245,21324,0,67453,1620,17190
경남,김해시,200285,159279,69888,21719,65257,0,156864,2415,41006
경남,의령군,29063,23113,11866,2064,8186,0,22116,997,5950
경남,함안군,49495,39726,20539,3677,14412,0,38628,1098,9769
경남,창녕군,58133,45794,24308,5147,14975,0,44430,1364,12339
경남,밀양시,93482,73508,40788,7283,23805,0,71876,1632,19974
경남,양산시,115115,91461,40989,12207,36806,0,90002,1459,23654
경남,거제시,108594,87040,35427,9923,39960,0,85310,1730,21554
경남,하동군,47075,38419,19730,4358,12908,0,36996,1423,8656
경남,남해군,49245,38918,20479,3724,13302,0,37505,1413,10327
경남,함양군,36834,29811,15863,3335,9654,0,28852,959,7023
경남,산청군,34678,27775,15852,2768,8134,0,26754,1021,6903
경남,거창군,52615,43293,25141,3978,12719,0,41838,1455,9322
경남,합천군,51347,40657,24652,4092,10244,0,38988,1669,10690
제주,합계,361680,278999,100103,111009,62465,0,273577,5422,82681
제주,제주시,175309,135454,53153,53254,27106,0,133513,1941,39855
제주,북제주군,71558,54622,18519,20105,14454,0,53078,1544,16936
제주,서귀포시,58547,45135,14768,20392,9220,0,44380,755,13412
제주,남제주군,56266,43788,13663,17258,11685,0,42606,1182,12478
